game_started,game_count,games,minutes,gk_saves,clearances,tackles,assisted_shots,fouled,shots,crosses,shots_on_target,passes,interceptions,fouls,goals,assists,cards_yellow,dayofweek,comp,round,venue,result,team,opponent,position,pens_made,pens_att,cards_red,touches,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,match_report,games_szn,minutes_szn,gk_saves_szn,clearances_szn,tackles_szn,assisted_shots_szn,fouled_szn,shots_szn,crosses_szn,shots_on_target_szn,passes_szn,interceptions_szn,fouls_szn,goals_szn,assists_szn,cards_yellow_szn,game_count_szn,games_l5,minutes_l5,gk_saves_l5,clearances_l5,tackles_l5,assisted_shots_l5,fouled_l5,shots_l5,crosses_l5,shots_on_target_l5,passes_l5,interceptions_l5,fouls_l5,goals_l5,assists_l5,cards_yellow_l5,game_count_l5
Y,32,0,89,0,0,1,0,0,0,0,0,28,0,0,0,0,1,Sun,Premier League,Matchweek 38,Away,L 1-2,Everton,Arsenal,FW,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,1.0,0.0,24.0,85.7,2.0,18.0,0.0,3.0,2.0,Match Report,0.0,81.93548387096774,0.0,0.0,1.354838709677419,0.0,0.0,1.5161290322580645,0.0,0.6774193548387096,27.903225806451612,0.4838709677419356,0.0,0.22580645161290322,0.03225806451612903,0.1935483870967742,16.0,0.0,78.2,0.0,0.0,0.4,0.0,0.0,1.4,0.0,0.6,30.4,0.2,0.0,0.2,0.2,0.2,29.0
N,1,0,8,0,0,0,0,0,0,0,0,11,0,0,0,0,0,Sat,Premier League,Matchweek 7,Home,L 0-4,Bournemouth,Arsenal,LB,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,81.8,2.0,6.0,0.0,1.0,0.0,Match Report,0.0,82.15625,0.0,0.0,1.3437499999999998,0.0,0.0,1.46875,0.0,0.65625,27.90625,0.4687500000000001,0.0,0.21875,0.03125,0.21875,16.5,0.0,78.0,0.0,0.0,0.2,0.0,0.0,1.4,0.0,0.6,28.4,0.0,0.0,0.2,0.0,0.2,30.0
Y,2,0,85,0,0,0,0,0,0,0,0,48,0,0,0,0,0,Sat,Premier League,Matchweek 8,Away,L 0-3,Bournemouth,Everton,RB,0.0,0.0,0.0,55.0,1.0,0.0,0.0,0.0,1.0,0.0,40.0,83.3,8.0,27.0,1.0,0.0,0.0,Match Report,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0
N,3,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Sat,Premier League,Matchweek 10,Home,W 2-1,Bournemouth,Burnley,RB,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,Match Report,0.0,46.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.5,0.0,0.0,0.0,0.0,0.0,1.5,0.0,46.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.5,0.0,0.0,0.0,0.0,0.0,1.5
N,4,0,23,0,0,1,0,0,0,0,0,8,0,0,0,0,0,Sat,Premier League,Matchweek 12,Home,W 2-0,Bournemouth,Newcastle Utd,RB,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,62.5,0.0,3.0,0.0,0.0,0.0,Match Report,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,2.0
Y,5,0,90,0,0,2,0,0,0,0,0,63,0,0,0,1,0,Sat,Premier League,Matchweek 13,Away,W 3-1,Bournemouth,Sheffield Utd,RB,0.0,0.0,0.0,70.0,2.0,0.0,0.0,0.4,3.0,2.0,45.0,71.4,7.0,30.0,2.0,0.0,0.0,Match Report,0.0,30.5,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,30.5,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,2.5
Y,6,0,90,0,0,0,0,0,0,0,0,31,2,0,0,0,0,Sun,Premier League,Matchweek 14,Home,D 2-2,Bournemouth,Aston Villa,RB,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,2.0,0.0,24.0,77.4,0.0,8.0,0.0,1.0,0.0,Match Report,0.0,42.4,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,26.2,0.0,0.0,0.0,0.2,0.0,3.0,0.0,42.4,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,26.2,0.0,0.0,0.0,0.2,0.0,3.0
Y,7,0,90,0,0,3,0,0,0,0,0,50,0,0,0,0,0,Wed,Premier League,Matchweek 15,Away,W 2-0,Bournemouth,Crystal Palace,RB,0.0,0.0,0.0,59.0,4.0,0.0,0.0,0.1,2.0,0.0,33.0,66.0,5.0,26.0,3.0,2.0,1.0,Match Report,0.0,50.333333333333336,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,27.0,0.3333333333333333,0.0,0.0,0.16666666666666666,0.0,3.5,0.0,58.8,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,30.2,0.4,0.0,0.0,0.2,0.0,4.0
Y,8,0,90,0,0,2,0,0,0,0,0,29,2,0,0,0,0,Sat,Premier League,Matchweek 16,Away,W 3-0,Bournemouth,Manchester Utd,RB,0.0,0.0,0.0,42.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,79.3,4.0,7.0,0.0,1.0,1.0,Match Report,0.0,56.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,30.285714285714285,0.2857142857142857,0.0,0.0,0.14285714285714285,0.0,4.0,0.0,59.8,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,30.6,0.4,0.0,0.0,0.2,0.0,5.0
Y,9,0,90,0,0,1,0,0,0,0,0,62,2,0,0,1,0,Sat,Premier League,Matchweek 18,Away,W 3-2,Bournemouth,Nott'ham Forest,RB,0.0,0.0,0.0,74.0,2.0,0.0,0.0,0.1,4.0,1.0,57.0,91.9,11.0,42.0,4.0,0.0,0.0,Match Report,0.0,60.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,30.125,0.5,0.0,0.0,0.125,0.0,4.5,0.0,76.6,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,36.2,0.8,0.0,0.0,0.2,0.0,6.0
Y,10,0,90,0,0,1,0,0,0,0,0,49,1,0,0,0,0,Tue,Premier League,Matchweek 19,Home,W 3-0,Bournemouth,Fulham,RB,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,1.0,0.0,41.0,83.7,2.0,32.0,0.0,0.0,0.0,Match Report,0.0,63.55555555555556,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,33.666666666666664,0.6666666666666666,0.0,0.0,0.2222222222222222,0.0,5.0,0.0,90.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,47.0,1.2,0.0,0.0,0.4,0.0,7.0
Y,11,0,81,0,0,0,0,0,0,0,0,30,1,0,0,0,0,Sun,Premier League,Matchweek 20,Away,L 1-3,Bournemouth,Tottenham,RB,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,1.0,0.0,24.0,80.0,1.0,15.0,0.0,0.0,0.0,Match Report,0.0,66.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,35.2,0.7,0.0,0.0,0.2,0.0,5.5,0.0,90.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,44.2,1.4,0.0,0.0,0.2,0.0,8.0
Y,12,0,90,0,0,1,0,0,0,0,0,67,0,0,0,0,0,Thu,Premier League,Matchweek 22,Away,D 1-1,Bournemouth,West Ham,RB,0.0,0.0,0.0,76.0,1.0,0.0,0.0,0.0,0.0,0.0,51.0,76.1,3.0,32.0,2.0,0.0,0.0,Match Report,0.0,67.54545454545455,0.0,0.0,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,34.72727272727273,0.7272727272727273,0.0,0.0,0.18181818181818182,0.0,6.0,0.0,88.2,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,44.0,1.2,0.0,0.0,0.2,0.0,9.0
Y,13,0,90,0,0,2,0,0,0,0,0,37,2,0,0,0,0,Sun,Premier League,Matchweek 23,Home,D 1-1,Bournemouth,Nott'ham Forest,RB,0.0,0.0,0.0,43.0,2.0,0.0,0.0,0.0,0.0,0.0,27.0,73.0,3.0,16.0,1.0,0.0,0.0,Match Report,0.0,69.41666666666667,0.0,0.0,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,37.416666666666664,0.6666666666666666,0.0,0.0,0.16666666666666666,0.0,6.5,0.0,88.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,47.4,1.2,0.0,0.0,0.2,0.0,10.0
Y,14,0,84,0,0,0,0,0,0,0,0,32,0,0,0,0,1,Sat,Premier League,Matchweek 24,Away,L 1-3,Bournemouth,Fulham,RB,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,1.0,0.0,25.0,78.1,3.0,20.0,0.0,0.0,0.0,Match Report,0.0,71.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,37.38461538461539,0.7692307692307693,0.0,0.0,0.15384615384615385,0.0,7.0,0.0,88.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,49.0,1.2,0.0,0.0,0.2,0.0,11.0
Y,15,0,90,0,0,1,0,0,0,0,0,29,1,0,0,0,0,Sat,Premier League,Matchweek 25,Away,D 2-2,Bournemouth,Newcastle Utd,RB,0.0,0.0,0.0,35.0,2.0,0.0,0.0,0.0,0.0,0.0,19.0,65.5,2.0,14.0,0.0,0.0,0.0,Match Report,0.0,71.92857142857143,0.0,0.0,0.9285714285714286,0.0,0.0,0.0,0.0,0.0,37.0,0.7142857142857143,0.0,0.0,0.14285714285714285,0.07142857142857142,7.5,0.0,87.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,43.0,0.8,0.0,0.0,0.0,0.2,12.0
Y,16,0,90,0,0,4,0,0,0,0,0,38,1,0,0,0,0,Sat,Premier League,Matchweek 26,Home,L 0-1,Bournemouth,Manchester City,RB,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,1.0,0.0,31.0,81.6,3.0,20.0,0.0,0.0,0.0,Match Report,0.0,73.13333333333334,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,36.46666666666667,0.7333333333333333,0.0,0.0,0.13333333333333333,0.06666666666666667,8.0,0.0,87.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,39.0,0.8,0.0,0.0,0.0,0.2,13.0
Y,17,0,90,0,0,1,0,0,0,0,0,29,1,0,0,0,1,Sun,Premier League,Matchweek 27,Away,W 2-0,Bournemouth,Burnley,RB,0.0,0.0,0.0,38.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,41.4,1.0,7.0,1.0,0.0,0.0,Match Report,0.0,74.1875,0.0,0.0,1.125,0.0,0.0,0.0,0.0,0.0,36.5625,0.75,0.0,0.0,0.125,0.0625,8.5,0.0,88.8,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,40.6,0.8,0.0,0.0,0.0,0.2,14.0
Y,18,0,73,0,0,0,0,0,1,0,0,56,1,0,0,0,1,Sat,Premier League,Matchweek 28,Home,D 2-2,Bournemouth,Sheffield Utd,RB,0.0,0.0,0.0,63.0,1.0,0.0,0.0,0.1,1.0,0.0,46.0,82.1,6.0,38.0,1.0,2.0,0.0,Match Report,0.0,75.11764705882354,0.0,0.0,1.1176470588235294,0.0,0.0,0.0,0.0,0.0,36.11764705882353,0.7647058823529411,0.0,0.0,0.11764705882352941,0.11764705882352941,9.0,0.0,88.8,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,33.0,1.0,0.0,0.0,0.0,0.4,15.0
Y,19,0,70,0,0,3,0,0,0,0,0,40,0,0,0,0,1,Wed,Premier League,Matchweek 17,Home,W 4-3,Bournemouth,Luton Town,RB,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.1,4.0,0.0,32.0,80.0,3.0,24.0,1.0,3.0,2.0,Match Report,0.0,75.0,0.0,0.0,1.0555555555555556,0.0,0.0,0.05555555555555555,0.0,0.0,37.22222222222222,0.7777777777777778,0.0,0.0,0.1111111111111111,0.16666666666666666,9.5,0.0,85.4,0.0,0.0,1.2,0.0,0.0,0.2,0.0,0.0,36.8,0.8,0.0,0.0,0.0,0.6,16.0
Y,20,0,90,0,0,0,0,0,0,0,0,41,0,0,0,0,0,Sat,Premier League,Matchweek 30,Home,W 2-1,Bournemouth,Everton,RB,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,73.2,6.0,12.0,0.0,1.0,0.0,Match Report,0.0,74.73684210526316,0.0,0.0,1.1578947368421053,0.0,0.0,0.05263157894736842,0.0,0.0,37.36842105263158,0.7368421052631579,0.0,0.0,0.10526315789473684,0.21052631578947367,10.0,0.0,82.6,0.0,0.0,1.8,0.0,0.0,0.2,0.0,0.0,38.4,0.8,0.0,0.0,0.0,0.6,17.0
Y,21,0,89,0,0,1,0,0,0,0,0,54,1,0,0,0,0,Tue,Premier League,Matchweek 31,Home,W 1-0,Bournemouth,Crystal Palace,RB,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.1,2.0,1.0,43.0,79.6,4.0,30.0,2.0,1.0,0.0,Match Report,0.0,75.50000000000001,0.0,0.0,1.1,0.0,0.0,0.05,0.0,0.0,37.550000000000004,0.7,0.0,0.0,0.1,0.2,10.5,0.0,82.6,0.0,0.0,1.6,0.0,0.0,0.2,0.0,0.0,40.8,0.6,0.0,0.0,0.0,0.6,18.0
Y,22,0,90,0,0,3,0,0,0,0,0,33,2,0,0,0,0,Sat,Premier League,Matchweek 32,Away,L 1-2,Bournemouth,Luton Town,RB,0.0,0.0,0.0,50.0,4.0,0.0,0.0,0.1,2.0,1.0,25.0,75.8,3.0,15.0,1.0,0.0,0.0,Match Report,0.0,76.14285714285715,0.0,0.0,1.0952380952380953,0.0,0.0,0.047619047619047616,0.0,0.0,38.333333333333336,0.7142857142857143,0.0,0.0,0.09523809523809523,0.19047619047619047,11.0,0.0,82.4,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.0,44.0,0.6,0.0,0.0,0.0,0.6,19.0
Y,23,0,69,0,0,3,0,0,0,0,0,35,1,0,0,0,0,Sat,Premier League,Matchweek 33,Home,D 2-2,Bournemouth,Manchester Utd,RB,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.3,2.0,0.0,24.0,68.6,2.0,17.0,0.0,0.0,0.0,Match Report,0.0,76.77272727272728,0.0,0.0,1.1818181818181819,0.0,0.0,0.045454545454545456,0.0,0.0,38.09090909090909,0.7727272727272727,0.0,0.0,0.09090909090909091,0.18181818181818182,11.5,0.0,82.4,0.0,0.0,1.4,0.0,0.0,0.2,0.0,0.0,44.8,0.8,0.0,0.0,0.0,0.4,20.0
Y,24,0,45,0,0,1,0,0,0,0,0,14,0,0,0,0,1,Sun,Premier League,Matchweek 34,Away,L 1-3,Bournemouth,Aston Villa,RB,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,50.0,0.0,6.0,1.0,0.0,0.0,Match Report,0.0,76.43478260869566,0.0,0.0,1.2608695652173914,0.0,0.0,0.043478260869565216,0.0,0.0,37.95652173913044,0.782608695652174,0.0,0.0,0.08695652173913043,0.17391304347826086,12.0,0.0,81.6,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,40.6,0.8,0.0,0.0,0.0,0.2,21.0
Y,25,0,90,0,0,2,0,0,0,0,0,45,1,0,0,0,0,Wed,Premier League,Matchweek 29,Away,W 1-0,Bournemouth,Wolves,RB,0.0,0.0,0.0,56.0,2.0,0.0,0.0,0.1,2.0,0.0,35.0,77.8,4.0,22.0,3.0,1.0,0.0,Match Report,0.0,75.125,0.0,0.0,1.25,0.0,0.0,0.041666666666666664,0.0,0.0,36.958333333333336,0.75,0.0,0.0,0.08333333333333333,0.20833333333333334,12.5,0.0,76.6,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,35.4,0.8,0.0,0.0,0.0,0.2,22.0
Y,26,0,90,0,0,1,0,0,1,0,0,31,2,0,0,0,0,Sun,Premier League,Matchweek 35,Home,W 3-0,Bournemouth,Brighton,RB,0.0,0.0,0.0,38.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,64.5,0.0,12.0,0.0,0.0,0.0,Match Report,0.0,75.72,0.0,0.0,1.28,0.0,0.0,0.04,0.0,0.0,37.28,0.76,0.0,0.0,0.08,0.2,13.0,0.0,76.6,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,36.2,1.0,0.0,0.0,0.0,0.2,23.0
Y,27,0,88,0,0,2,0,0,0,0,0,34,0,0,0,0,1,Sat,Premier League,Matchweek 36,Away,L 0-3,Bournemouth,Arsenal,RB,0.0,0.0,0.0,42.0,1.0,0.0,0.0,0.0,0.0,0.0,30.0,88.2,6.0,22.0,0.0,2.0,0.0,Match Report,0.0,76.26923076923077,0.0,0.0,1.2692307692307692,0.0,0.0,0.07692307692307693,0.0,0.0,37.03846153846154,0.8076923076923077,0.0,0.0,0.07692307692307693,0.19230769230769232,13.5,0.0,76.8,0.0,0.0,2.0,0.0,0.0,0.2,0.0,0.0,31.6,1.2,0.0,0.0,0.0,0.2,24.0
Y,28,0,79,0,0,2,0,0,0,0,0,28,0,0,0,0,0,Sat,Premier League,Matchweek 37,Home,L 1-2,Bournemouth,Brentford,RB,0.0,0.0,0.0,37.0,3.0,0.0,0.0,0.0,0.0,0.0,23.0,82.1,0.0,18.0,1.0,0.0,0.0,Match Report,0.0,76.70370370370371,0.0,0.0,1.2962962962962963,0.0,0.0,0.07407407407407407,0.0,0.0,36.925925925925924,0.7777777777777778,0.0,0.0,0.07407407407407407,0.2222222222222222,14.0,0.0,76.4,0.0,0.0,1.8,0.0,0.0,0.2,0.0,0.0,31.8,0.8,0.0,0.0,0.0,0.4,25.0
N,1,0,17,0,0,0,0,0,0,0,0,5,0,0,0,0,0,Sun,Premier League,Matchweek 14,Away,D 2-2,Aston Villa,Bournemouth,LB,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,100.0,0.0,2.0,0.0,1.0,0.0,Match Report,0.0,76.78571428571429,0.0,0.0,1.3214285714285714,0.0,0.0,0.07142857142857142,0.0,0.0,36.607142857142854,0.75,0.0,0.0,0.07142857142857142,0.21428571428571427,14.5,0.0,78.4,0.0,0.0,1.6,0.0,0.0,0.2,0.0,0.0,30.4,0.6,0.0,0.0,0.0,0.4,26.0
N,2,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,Wed,Premier League,Matchweek 15,Home,W 1-0,Aston Villa,Manchester City,LB,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,66.7,0.0,0.0,0.0,0.0,0.0,Match Report,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0
N,3,0,13,0,0,2,0,0,0,0,0,4,0,0,0,0,0,Sat,Premier League,Matchweek 16,Home,W 1-0,Aston Villa,Arsenal,LB,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,75.0,1.0,1.0,0.0,0.0,0.0,Match Report,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.5
Y,4,0,90,0,0,0,0,0,4,0,2,48,2,0,1,0,0,Sun,Premier League,Matchweek 17,Away,W 2-1,Aston Villa,Brentford,WB,0.0,0.0,0.0,68.0,0.0,0.7,0.7,0.0,3.0,0.0,41.0,85.4,2.0,28.0,0.0,4.0,2.0,Match Report,0.0,10.333333333333334,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10.333333333333334,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0
N,5,0,17,0,0,0,0,0,1,0,1,17,0,0,0,0,0,Fri,Premier League,Matchweek 18,Home,D 1-1,Aston Villa,Sheffield Utd,LB,0.0,0.0,0.0,19.0,0.0,0.2,0.2,0.0,1.0,0.0,13.0,76.5,0.0,10.0,1.0,1.0,0.0,Match Report,0.0,30.25,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.5,15.0,0.5,0.0,0.25,0.0,0.0,2.5,0.0,30.25,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.5,15.0,0.5,0.0,0.25,0.0,0.0,2.5
N,6,0,41,0,0,0,0,0,0,0,0,22,1,0,0,0,0,Tue,Premier League,Matchweek 19,Away,L 2-3,Aston Villa,Manchester Utd,LB,0.0,0.0,0.0,26.0,1.0,0.0,0.0,0.5,3.0,0.0,17.0,77.3,1.0,15.0,5.0,2.0,1.0,Match Report,0.0,27.6,0.0,0.0,0.4,0.0,0.0,1.0,0.0,0.6,15.4,0.4,0.0,0.2,0.0,0.0,3.0,0.0,27.6,0.0,0.0,0.4,0.0,0.0,1.0,0.0,0.6,15.4,0.4,0.0,0.2,0.0,0.0,3.0
Y,7,0,90,0,0,1,0,0,0,0,0,38,0,0,0,0,0,Sat,Premier League,Matchweek 20,Home,W 3-2,Aston Villa,Burnley,LB,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.2,4.0,0.0,27.0,71.1,2.0,24.0,4.0,2.0,0.0,Match Report,0.0,29.833333333333332,0.0,0.0,0.3333333333333333,0.0,0.0,0.8333333333333334,0.0,0.5,16.5,0.5,0.0,0.16666666666666666,0.0,0.0,3.5,0.0,32.4,0.0,0.0,0.4,0.0,0.0,1.0,0.0,0.6,18.8,0.6,0.0,0.2,0.0,0.0,4.0
Y,8,0,90,0,0,3,0,0,0,0,0,64,0,0,0,0,0,Sun,Premier League,Matchweek 21,Away,D 0-0,Aston Villa,Everton,LB,0.0,0.0,0.0,86.0,2.0,0.0,0.0,0.1,2.0,0.0,45.0,70.3,2.0,37.0,5.0,4.0,0.0,Match Report,0.0,38.42857142857143,0.0,0.0,0.42857142857142855,0.0,0.0,0.7142857142857143,0.0,0.42857142857142855,19.571428571428573,0.42857142857142855,0.0,0.14285714285714285,0.0,0.0,4.0,0.0,50.2,0.0,0.0,0.6,0.0,0.0,1.0,0.0,0.6,25.8,0.6,0.0,0.2,0.0,0.0,5.0
Y,9,0,90,0,0,1,0,0,0,0,0,54,1,0,0,0,0,Tue,Premier League,Matchweek 22,Home,L 1-3,Aston Villa,Newcastle Utd,LB,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,1.0,0.0,44.0,81.5,2.0,45.0,4.0,3.0,2.0,Match Report,0.0,44.875,0.0,0.0,0.75,0.0,0.0,0.625,0.0,0.375,25.125,0.375,0.0,0.125,0.0,0.0,4.5,0.0,65.6,0.0,0.0,0.8,0.0,0.0,1.0,0.0,0.6,37.8,0.6,0.0,0.2,0.0,0.0,6.0
Y,10,0,90,0,0,2,0,0,1,0,1,49,3,0,1,0,0,Sat,Premier League,Matchweek 23,Away,W 5-0,Aston Villa,Sheffield Utd,LB,0.0,0.0,0.0,59.0,2.0,0.2,0.2,0.0,1.0,0.0,38.0,77.6,2.0,33.0,0.0,2.0,2.0,Match Report,0.0,49.888888888888886,0.0,0.0,0.7777777777777778,0.0,0.0,0.5555555555555556,0.0,0.3333333333333333,28.333333333333332,0.4444444444444444,0.0,0.1111111111111111,0.0,0.0,5.0,0.0,65.6,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.2,39.0,0.4,0.0,0.0,0.0,0.0,7.0
Y,11,0,86,0,0,2,0,0,1,0,0,35,2,0,0,0,0,Sun,Premier League,Matchweek 24,Home,L 1-2,Aston Villa,Manchester Utd,LB,0.0,0.0,0.0,53.0,1.0,0.0,0.0,0.1,4.0,0.0,27.0,77.1,4.0,29.0,3.0,4.0,3.0,Match Report,0.0,53.9,0.0,0.0,0.9,0.0,0.0,0.6,0.0,0.4,30.4,0.7,0.0,0.2,0.0,0.0,5.5,0.0,80.2,0.0,0.0,1.4,0.0,0.0,0.2,0.0,0.2,45.4,1.0,0.0,0.2,0.0,0.0,8.0
Y,12,0,80,0,0,1,0,0,0,0,0,42,1,0,0,0,1,Sat,Premier League,Matchweek 25,Away,W 2-1,Aston Villa,Fulham,LB,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,76.2,0.0,23.0,3.0,0.0,0.0,Match Report,0.0,56.81818181818182,0.0,0.0,1.0,0.0,0.0,0.6363636363636364,0.0,0.36363636363636365,30.818181818181817,0.8181818181818182,0.0,0.18181818181818182,0.0,0.0,6.0,0.0,89.2,0.0,0.0,1.8,0.0,0.0,0.4,0.0,0.2,48.0,1.2,0.0,0.2,0.0,0.0,9.0
Y,13,0,58,0,0,1,0,0,0,0,0,31,0,0,0,0,1,Sat,Premier League,Matchweek 26,Home,W 4-2,Aston Villa,Nott'ham Forest,LB,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.2,2.0,0.0,28.0,90.3,2.0,26.0,3.0,2.0,1.0,Match Report,0.0,58.75,0.0,0.0,1.0,0.0,0.0,0.5833333333333334,0.0,0.3333333333333333,31.75,0.8333333333333334,0.0,0.16666666666666666,0.0,0.08333333333333333,6.5,0.0,87.2,0.0,0.0,1.8,0.0,0.0,0.4,0.0,0.2,48.8,1.4,0.0,0.2,0.0,0.2,10.0
Y,14,0,78,0,0,2,0,0,0,0,0,40,1,0,0,0,0,Sat,Premier League,Matchweek 27,Away,W 3-2,Aston Villa,Luton Town,LB,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,95.0,0.0,27.0,0.0,1.0,1.0,Match Report,0.0,58.69230769230769,0.0,0.0,1.0,0.0,0.0,0.5384615384615384,0.0,0.3076923076923077,31.692307692307693,0.7692307692307693,0.0,0.15384615384615385,0.0,0.15384615384615385,7.0,0.0,80.8,0.0,0.0,1.4,0.0,0.0,0.4,0.0,0.2,42.2,1.4,0.0,0.2,0.0,0.4,11.0
N,15,0,33,0,0,0,0,0,0,0,0,10,0,0,0,0,0,Sun,Premier League,Matchweek 28,Home,L 0-4,Aston Villa,Tottenham,LB,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,80.0,0.0,6.0,0.0,5.0,2.0,Match Report,0.0,60.07142857142857,0.0,0.0,1.0714285714285714,0.0,0.0,0.5,0.0,0.2857142857142857,32.285714285714285,0.7857142857142857,0.0,0.14285714285714285,0.0,0.14285714285714285,7.5,0.0,78.4,0.0,0.0,1.6,0.0,0.0,0.4,0.0,0.2,39.4,1.4,0.0,0.2,0.0,0.4,12.0
